106538,5019,Masking Tape 18mm x 25yards / 16m MT-18M (Item No: B02-21 MT18X25),3964,Masking Tape 18mm x 25yards / 16m MT-18M  A1R2B62,0.689922480620155
106538,5015,Masking Tape 24mm x 25yards / 12m MS-T (Item No: B02-22 MT24X25),3965,Masking Tape 24mm x 25yards / 12m MS-T  A1R2B63,0.6850393700787402
106538,5856,CBE 9001 L-Shape Document Holder A4 - Green (Item No: B10-08 GR),4114,CBE 9001 L-Shape Document Holder A4 - Green (Item No: B10-08 GR) A1R1B90,1.0
106538,4874,"Binder Clips - 19mm, 1 dozen / box (Item No: NO.80019)",3911,"Binder Clips - 19mm, 1 dozen / box",0.6
106538,8015,CBE Sheet Protector 306A A4 (B10-63),4585,CBE Sheet Protector 306A A4,0.7468354430379747
106538,6066,  Faber Castell Grip X5 — Ballpoint Pen - Blue (SET OF 10) A02-08,2460,Faber Castell Grip X5 - Ballpoint Pen - Blue (Item No: A02-08 GRIPX5BL) A1R1B23,0.6909090909090909
106538,6089," Pilot G2 Gel Ink Pen — 0.5mm, Extra Fine - Black (REFILL SET)",3649,Pilot G2 Gel Ink Pen 0.5mm E.FINE Black (Item No: A01-01 G2BK0.5)  A1R1B130,0.9354838709677419
106538,6090," Pilot G2 Gel Ink Pen — 0.5mm, Extra Fine - Blue (REFILL SET)",3650,Pilot G2 Gel Ink Pen 0.5mm E.FINE Blue (Item No: A01-01 G2BL0.5) A1R1B131,0.9354838709677419
106538,6091," Pilot G2 Gel Ink Pen — 0.5mm, Extra Fine - RED (REFILL SET)",3651,Pilot G2 Gel Ink Pen 0.5mm E.FINE Red (Item No: A01-01 G2RD0.5) A1R1B132,0.9354838709677419
106538,7093,Double A Paper 70gsm — A4 size - 5 reams per box,1849,Double A Paper 70gsm - A4 size - 1 ream - 500 sheets,0.5454545454545454
106538,5835,"3M Post-it® Notes 654 — 3in x 3in, 100 sheets - Canary Yellow (Item No: R02-03)",4399,"3M Post-it® Notes 656 — 2in x 3in, 100 sheets - Canary Yellow",0.7019867549668874
106538,8883,OPP Tape - 36mm x 40yard Transparent (Item No: OPP-36X40-T),3959,OPP Tape - 36mm x 40yard Transparent (Item No: B02-15 T36X48MM) A1R2B56,0.6774193548387096
106538,7500,   Lever Arch File - 3-inch Size - 404 Standard (SET OF 10),4410,ABBA Lever Arch File - 3-inch Size - 404 Gold - Extra Strong Mechanism,0.5915492957746479
106538,5014,Masking Tape 48mm x 25yards / 6m MS-2 (Item No: B02-24 MT48X25),3967,Masking Tape 48mm x 25yards / 6m A1R1B79,0.5348837209302325
106538,5024,Loytape Cellulose Tape - 12mm x 15 yards / 15m (Item No: LOY-12X15),3960,Loytape Cellulose Tape - 12mm x 15 yards / 15m,0.782608695652174
106539,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106542,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106543,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106544,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106545,2056,HP LaserJet Pro 400 Printer M401dn (CF278A) - A4 Single-function Duplex Network Mono Laser (Item No: HPCF278A),7990,HP LaserJet Pro 400 Printer M401dn (CF278A) - A4 Single-function Duplex Network Mono Laser (Item No: HPCF278A) (EOL-29/7/2016),1.0
106546,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106548,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106549,8003,WD My Passport Ultra Metal Edition - 1TB - Silver,4534,WD My Passport Ultra Metal Edition - 1TB - Silver (Item No: WDBTYH0010BSL) A4R3B4 EOL 4/3/2016,1.0
106550,3328,Brother LC-77XL SET Ink Cartridge (CMYK),1465,Brother LC-77XL Black Ink Cartridge,0.975
106554,7410,Targus Revolution Terra Backpack 15.6”,3150,TARGUS 15.6 Revolution Terra Backpack (TSB226AP) - Black (Item No: TARGUS-TERRA BP),1.0
